EUR_percentile_cutoff,cutoff,EUR_high_risk_rate,SAS_high_risk_rate,SAS_EUR_ratio
50,1.8358999999999999,0.5009940357852882,0.9938650306748467,1.983786152497809
60,2.0034358000000037,0.3996023856858847,0.983640081799591,2.4615470703741007
70,2.176878800000001,0.30019880715705766,0.9713701431492843,3.2357561722125165
80,2.3861193999999992,0.20079522862823063,0.9366053169734151,4.664479944927008
85,2.5069394999999957,0.15109343936381708,0.9141104294478528,6.049967710687763
90,2.6716303999999975,0.10139165009940358,0.8834355828220859,8.713099963911946
95,2.8547165000000017,0.05168986083499006,0.7914110429447853,15.310759792354883
99,3.260809379999999,0.011928429423459244,0.523517382413088,43.888207225630545
